Movie_Title,Storyline_Raw,Storyline_Processed
It's Not Funny Anymore: Vice to Proud Boys,"Max Lords clones SuperNova, leading to a clash. Blue Bird lacks serum, while Komodo controls her poison for Vixen's agenda. Metal Skull aims to corrupt Marvel Girl using her weakness, pitting heroes against villainous forces.",max lords clones supernova leading clash blue bird lacks serum komodo controls poison vixen agenda metal skull aims corrupt marvel girl using weakness pitting heroes villainous forces
My Name Is Melissa,"Acclaimed documentary celebrating Dr. Temple Grandin's pioneering work in animal welfare, autism advocacy, and neurodiversity through her unique perspective as a visual thinker on the autism spectrum.",acclaimed documentary celebrating dr temple grandin pioneering work animal welfare autism advocacy neurodiversity unique perspective visual thinker autism spectrum
Irklais per Atlanta,"Maja has devoted her entire life to acting, but she does not believe in her abilities. Therefore, after graduating from acting, he plans to apply for marketing and management. Everything changes when a new director crosses Maja's path.",maja devoted entire life acting believe abilities therefore graduating acting plans apply marketing management everything changes new director crosses maja path
Omar,"Ayu, with Sarinten's spirit, expelled from Banyuwangi, embodies the mystical figure in Trenggalek's Watu Kandang.",ayu sarinten spirit expelled banyuwangi embodies mystical figure trenggalek watu kandang
OMG: O Manchi Ghost,"Bonnie, a high school teenager who has a dark past. However, with her martial arts knowledge, she was able to survive to protect herself and even her people. Without mercy, Bonnie will defend herself if a woman is bullied or oppressed.",bonnie high school teenager dark past however martial arts knowledge able survive protect even people without mercy bonnie defend woman bullied oppressed
Under the Influencer,"Friends enjoying a camping trip in the woods encounter a dangerous bear, turning their fun adventure into a nightmare.",friends enjoying camping trip woods encounter dangerous bear turning fun adventure nightmare
Tom Papa: Home Free,"Introverted girl, skilled guitarist 'Guitar Hero', dreams of school band. Unable to make friends until high school when drummer contacts her, altering her solitary life.",introverted girl skilled guitarist guitar hero dreams school band unable make friends high school drummer contacts altering solitary life
Dinosaur Hotel 3,"Beirut lies in ruins. Yet, even after the explosion at the city's port, life goes on. But how do you clear away debris when it conceals far more than just a disaster? And how do you regain hope for a better future?",beirut lies ruins yet even explosion city port life goes clear away debris conceals far disaster regain hope better future
Stealing Vows,"Marina and Viktor are the only people left in a huge city, perhaps on the entire planet. After the heroes had somehow arranged their daily life, they were faced with a much more serious question - an existential one. How to revive humanity? Especially considering that they don't like each other.",marina viktor people left huge city perhaps entire planet heroes somehow arranged daily life faced much serious question existential one revive humanity especially considering like
Flathead,"A couple find a mysterious elf doll, awaken an evil spirit, and now must survive a terrifying night before Christmas seals their fate.",couple find mysterious elf doll awaken evil spirit must survive terrifying night christmas seals fate
Miocardio,"After a brutal beating, Chet falls into a coma. In a dream world, he trains with Sifu Turtle in Burmese boxing to defeat a villain, while his fate hinges on his mother's actions in the real world.",brutal beating chet falls coma dream world trains sifu turtle burmese boxing defeat villain fate hinges mother actions real world
¿Vienes o Voy?,"Headstrong Artemisia begins a voyage of self-discovery when she grows closer to musician Daisy in this new feature-length romance. Meanwhile, Kerri and Beth face their first relationship obstacle when Brayden sells them drugs.",headstrong artemisia begins voyage self discovery grows closer musician daisy new feature length romance meanwhile kerri beth face first relationship obstacle brayden sells drugs
Helen Razor,"Four women on a bachelorette trip camping in a remote stretch of the Mojave desert encounter terrifying locals amongst the rocky terrain, hell bent on making them their next meal.",four women bachelorette trip camping remote stretch mojave desert encounter terrifying locals amongst rocky terrain hell bent making next meal
Built to Last: Buyer Beware,"The story of Donald Trump through intimate interviews with his family, friends, and colleagues, revealing a devoted patriot, a man of faith, and a generous leader who defies the media's portrayal.",story donald trump intimate interviews family friends colleagues revealing devoted patriot man faith generous leader defies media portrayal
Spotlight International Film Festival: Best of the Festival - Volume 1,"Follows Abbess, who is given the task of repopulating and Christianizing border territories at war with Islam.",follows abbess given task repopulating christianizing border territories war islam
